Product_Name,Product_Price,Product_MRP_Price,Ratings,Review_Count,Screen Resolution,Screen_Size,Brand_Name,Refresh_Rate,Monitor_Category,Model_Number
"ZEBRONICS Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800 Pixels, Glossy Panel, Slim Feature and Wall mountable.","2,499","M.R.P: ₹4,999₹4,999",3.6 out of 5 stars,"3,277",Display Resolution Maximum 1280 X 800 (HD) Pixels,Screen Size 39.1 Centimetres,Brand ZEBRONICS,Refresh Rate 60 Hz,"Generic Name Zebronics Zeb-V16HD LED Monitor with15.4 with Supporting HDMI, has VGA Input, HD 1280 x 800, Glossy Panel, Slim Feature and Wall mountable.",Item model number ZEB-V16HD LED
"MSI MAG 274UPF 27 Inch 4K UHD Esports Gaming Monitor - 3840 x 2160 IPS Panel, 144 Hz / 1ms, G-SYNC Compatible, Adjustable Stand/VESA - Display Port 1.4a & HDMI 2.1 & Type C Port","47,999","M.R.P: ₹78,000₹78,000",5.0 out of 5 stars,1,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand MSI,Refresh Rate 144 Hz,Generic Name Monitor,Item model number MAG 274UPF
"ZEBRONICS A24FHD LED, Gaming Monitor, 24 inch (60.96cm), 300 nits, 165Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, DisplayPort, USB Port, Ultra Slim Bezel, Metal Stand, Built-in Speakers","8,999","M.R.P: ₹33,999₹33,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 165 Hz,"Generic Name Zebronics ZEB-A24FHD Slim Gaming LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 165Hz refresh rate, Display port, HDMI, 300cd/m² brightness, USB, Built in speaker and wall mountable",Item model number ZEB - A24FHD
"Samsung 25-inch(62.2cm) FHD, IPS Gaming, 240Hz, 1ms Flat Monitor, 1920 x 1080 Pixels, Height Adjustable Stand, HDR10, Nvidia G-Sync Compatible, Ultrawide Game View (LS25BG400EWXXL, Black)","19,200","M.R.P: ₹26,900₹26,900",4.4 out of 5 stars,181,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 25 Inches,Brand Samsung,Refresh Rate 240 Hz,Generic Name MONITOR,Item model number LS25BG400EWXXL
Dahua 19.5 inch Monitor,"8,206","M.R.P: ₹18,600₹18,600",Does not exist,Does not exist,Display Resolution Maximum 1600 x 900 Pixels,Screen Size 19.5 Inches,Brand Generic,Refresh Rate 60 Hz,Generic Name monitor,Item model number DHI-LM19-B200
"Laptop Screen Extender - 360° Rotatable 14.1” Attachable Portable Monitor for Laptop FHD TFT USB Laptop Dual Screen, Plug and Play for Mac, PC, & Chrome, Fit 13-17“ Laptop","28,877","M.R.P: ₹35,877₹35,877",3.9 out of 5 stars,358,None,Screen Size 14.1 Inches,Brand farfi,Refresh Rate 60 Hz,None,Item model number Laptop Screen Extender
LILLIPUT Q13 10.1'' HDMI 2.0 2x12G-SDI PIP PBP Multiview 1500Nits on-Camera Monitor Full Screen Waveform Vector Scope 3D LUT HDR for Video Shooting (Q13-ABBP-RM with Gold Mount+ Rack Mount Bracket),"1,73,490",Does not exist,Does not exist,Does not exist,Display Resolution Maximum 4096x2160,Screen Size 10.1 Inches,Brand LILLIPUT,Refresh Rate 60,Generic Name MONITOR,Item model number Q13
"GOWENIC 5in Computer Temp Monitor, AIDA64 PC CPU RAM Data Monitor, PC Sensor Panel Display, IPS USB Mini Screen, PC Temperature Display for PC ARGB Computer Case Secondary Screen","15,791",Does not exist,3.0 out of 5 stars,4,None,Screen Size 5 Inches,Brand GOWENIC,Refresh Rate 60 Hz,None,Item model number GOWENIC6vyxfkhaio7120
"Alienware 27"" (68.58 cm) Gaming Monitor-AW2723DF, QHD 2560 x 1440 (DPPort(OC): 280Hz, DP Port: 240Hz, HDMI: 144Hz), 2xHDMI, DP Port 1.4, USB 3.2 Gen 1, 3xUSB 3.2 Gen 1, Headphones, Audio line-Out","60,990","M.R.P: ₹74,533₹74,533",4.2 out of 5 stars,141,Display Resolution Maximum 2560 x 1440,Screen Size 27 Inches,Brand Dell,Refresh Rate 240,"Generic Name 27"" Monitor",Item model number AW2723DF
Newline Q Series 75 inch TT-7521Q Interactive Flat Panel Display,"1,54,000","M.R.P: ₹1,58,000₹1,58,000",Does not exist,Does not exist,None,None,Brand newline,None,None,Item model number TT-7521Q
"Samsung 55"" (139.7 CM) LED 3840 x 2160 Pixels Odyssey Ark, 4K UHD, 165 Hz, 1 Ms, 1000R Curved Gaming Monitor, Cockpit Mode, Mini-LED, Matte Display, Sound Dome, (LS55BG970NWXXL, Black)",Does not exist,Does not exist,3.5 out of 5 stars,4,"Display Resolution Maximum 3,840 x 2,160 Pixels",Screen Size 55 Inches,Brand Samsung,Refresh Rate 165 Hz,Generic Name Monitors,Item model number LS55BG970NWXXL
"Laptop Screen Extender, KEFEYA Portable Monitor for Laptop 12"" Full HD IPS Display, Compatible with 13-16"" iOS, Windows Laptops","23,654.","M.R.P: ₹31,910₹31,910",4.5 out of 5 stars,439,None,Screen Size 12 Inches,Brand KEFEYA,Refresh Rate 60 Hz,Generic Name monitor,Item model number P1
"Dell 32"" (81.28 cm) Monitor-P3223QE, 4K UHD 3840 x 2160 at 60 Hz, Response Time 8ms (Normal); 5ms (Fast), HDMI, DisplayPort 1.4, USB-C 3.2 Gen 1 Upstream, 4 x USB 3.2 Gen 1 Downstream, LAN (RJ-45)",Does not exist,Does not exist,3.9 out of 5 stars,5,Display Resolution Maximum 3840 x 2160,Screen Size 31.5 Centimetres,Brand Dell,Refresh Rate 60,"Generic Name 32"" Monitor",Item model number DELL-P3223QE
"New Mobile Pixels 2023 Duex Max Portable Monitor, 14.1"" FHD 1080P IPS Ultra Slim Laptop Screen Extender, USB A/USB C Plug and Play Auto Rotated, Windows/Mac/Android/Switch Compatible (Set Sail Blue)","36,650","M.R.P: ₹48,650₹48,650",4.2 out of 5 stars,51,None,Screen Size 14.1 Inches,Brand MP3,Refresh Rate 60 Hz,Generic Name monitor,Item model number 101-1007P01
"New Mobile Pixels 2023 Duex Max Portable Monitor, 14.1"" FHD 1080P IPS Ultra Slim Laptop Screen Extender, USB A/USB C Plug and Play Auto Rotated, Windows/Mac/Android/Switch Compatible (Gunmetal Grey)","34,888","M.R.P: ₹46,888₹46,888",4.1 out of 5 stars,180,None,Screen Size 14.1 Inches,Brand MP3,Refresh Rate 60 Hz,Generic Name monitor,Item model number DuexMAX
"FRONTECH 22 INCH LED Monitor FT-1991, Black","8,400","M.R.P: ₹9,000₹9,000",Does not exist,Does not exist,Display Resolution Maximum 1680x1050,Screen Size 22 Inches,Brand Generic,Refresh Rate 60 Hz,Generic Name monitor,None
"Dell-S2522HG (62.23 cm) FHD Gaming Monitor 1920 x 1080 at 240Hz, IPS Panel,Built-in Devices USB 3.2 Gen 1 hub, Brightness 400 cd/m², 99% sRGB, 16.7M Colors, Comfortview Technology, 3 Year Warranty","27,799","M.R.P: ₹32,104₹32,104",4.5 out of 5 stars,691,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 24.5 Inches,Brand Dell,Refresh Rate 240,"Generic Name DELL 25"" MONITOR",Item model number S2522HG
"BenQ ZOWIE XL2411K 24""(61cm)Premium Esports Grade TN Panel Monitor with Height Adjustment-Full HD,144Hz, 1ms,320nits,DyAc,Black eQualizer,Color Vibrance,XL Setting to Share,HDMI,DP,Matte Finish(Gray)","19,299","M.R.P: ₹32,000₹32,000",4.5 out of 5 stars,"3,025",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand BenQ,Refresh Rate 144 Hz,Generic Name Monitor,Item model number XL2411K
PalaP Super Premium Dust Proof Monitor Cover for BENQ 24 inches Monitor (Black),495,M.R.P: ₹899₹899,Does not exist,Does not exist,None,Screen Size 24 Inches,Brand Palap,Refresh Rate 144 Hz,None,Item model number BENQ_24
LMS700KF15 7.0 inch 800×480 a-Si TFT-LCD Panel,"14,313","M.R.P: ₹20,449₹20,449",Does not exist,Does not exist,None,Screen Size 7 Inches,Brand STARNY,Refresh Rate 60 Hz,None,None
"(Refurbished) Acer Nitro 27 Inch IPS WQHD 2560 X 1440 Resolution Monitor I 1 MS, 240Hz (Overclock to 270Hz) I 400 Nits I 2 X HDMI 1 X DP 1 X Type C 4 X USB 3.0 HUB I Height Adjustment and Pivot Function (XV272UX)","33,831","M.R.P.: ₹86,700₹86,700",1.0 out of 5 stars,1,Display Resolution Maximum 2560 x 1440 Pixels,Screen Size 27 Inches,Brand Acer,Refresh Rate 240 Hz,Generic Name monitor,Item model number UM.HX2SI.X01-cr
"Va2405-H 24-Inch 1080P Led Monitor With Amd Freesync, Eye Care And Hdmi, Black","9,999","M.R.P: ₹12,500₹12,500",Does not exist,Does not exist,None,Screen Size 24 Inches,Brand Generic,Refresh Rate 60 Hz,Generic Name monitor,None
"Dell -S3222Hg (81.28 Cm) Fhd Curved Gaming Monitor 1920X1080 @165Hz,Va-Panel,Brightness 350 Cd/M²,Contrast Ratio 3000:1,Anti-Glare 3H Hardness,99% Srgb,Height&Tilt Adjustment,3 Year Warranty,Black","79,190",Does not exist,Does not exist,Does not exist,Display Resolution Maximum 1920 x 1080,Screen Size 32,Brand Dell,Refresh Rate 165 Hz,Generic Name Monitor,Item model number S3222HG
"ASUS 23.8” (60.45cm) 1080P Monitor (VA24DCP) - Full HD, IPS, 75Hz, USB-C 65W Power Delivery, Speakers, Adaptive-Sync/FreeSync, Low Blue Light, Flicker Free, Eye Care, VESA Mountable, Frameless, HDMI","21,863","M.R.P: ₹26,999₹26,999",4.0 out of 5 stars,78,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand ASUS,Refresh Rate 75 Hz,Generic Name MONITOR,Item model number VA24DCP
"JJTechGiant [Ofiyaa] P1 Single Portable Monitor For Laptop|12"" Display|1080P Fhd Ips Usb-A/Type-C/Hdmi|4 Speakers Monitor For Switch/Ps5|Compatible With 13''-16'' Mac Pc/Laptop(P1-Us01-001),Black","21,016.","M.R.P: ₹29,133₹29,133",4.2 out of 5 stars,97,None,Screen Size 12 Inches,Brand JJTechGiant,Refresh Rate 60 Hz,Generic Name monitor,None
LILLIPUT PVM220S 21.5 inch 1920x1080 Live Stream Quad Split Multi View IPS Monitor,"65,990",Does not exist,Does not exist,Does not exist,Display Resolution Maximum 1920x1080,Screen Size 21.5 Inches,Brand LILLIPUT,Refresh Rate 60,Generic Name MONITOR,Item model number PVM220S
Skye Monitor Cover for Asus VT168H 15.6 Inch Touch LED Monitor,339,M.R.P: ₹799₹799,Does not exist,Does not exist,None,Screen Size 15.6 Inches,Brand Skye,Refresh Rate 144 Hz,Generic Name Monitor cover,None
Skye Monitor Cover for MSI Optix (24 inch) Full HD High Resolution Gaming Monitor,349,M.R.P: ₹799₹799,Does not exist,Does not exist,None,Screen Size 24 Inches,Brand Skye,Refresh Rate 144 Hz,Generic Name Monitor cover,None
Skye Monitor Cover for Acer HA240Y 23.8 inch Full HD Monitor,349,M.R.P: ₹799₹799,Does not exist,Does not exist,None,Screen Size 23.8 Inches,Brand Skye,Refresh Rate 144 Hz,Generic Name Monitor cover,None
Skye Monitor Cover for Acer (17 Inches) HD TN Panel LED Backlit,339,M.R.P: ₹799₹799,Does not exist,Does not exist,None,Screen Size 17 Inches,Brand Skye,Refresh Rate 144 Hz,Generic Name Monitor cover,None
"MSI MAG 274UPF 27 Inch 4K UHD Esports Gaming Monitor - 3840 x 2160 IPS Panel, 144 Hz / 1ms, G-SYNC Compatible, Adjustable Stand/VESA - Display Port 1.4a & HDMI 2.1 & Type C Port","47,999","M.R.P: ₹78,000₹78,000",5.0 out of 5 stars,1,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand MSI,Refresh Rate 144 Hz,Generic Name Monitor,Item model number MAG 274UPF
"ZEBRONICS A24FHD LED, Gaming Monitor, 24 inch (60.96cm), 300 nits, 165Hz, Slim Design, FHD, 1080p, Wall Mountable, HDMI, DisplayPort, USB Port, Ultra Slim Bezel, Metal Stand, Built-in Speakers","8,999","M.R.P: ₹33,999₹33,999",3.8 out of 5 stars,"1,648",Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 60.4 Centimetres,Brand ZEBRONICS,Refresh Rate 165 Hz,"Generic Name Zebronics ZEB-A24FHD Slim Gaming LED monitor with 60.4cm (24”) wide screen, Full HD 1920x1080, 165Hz refresh rate, Display port, HDMI, 300cd/m² brightness, USB, Built in speaker and wall mountable",Item model number ZEB - A24FHD
"Samsung 25-inch(62.2cm) FHD, IPS Gaming, 240Hz, 1ms Flat Monitor, 1920 x 1080 Pixels, Height Adjustable Stand, HDR10, Nvidia G-Sync Compatible, Ultrawide Game View (LS25BG400EWXXL, Black)","19,200","M.R.P: ₹26,900₹26,900",4.4 out of 5 stars,181,"Display Resolution Maximum 1,920 x 1,080 Pixels",Screen Size 25 Inches,Brand Samsung,Refresh Rate 240 Hz,Generic Name MONITOR,Item model number LS25BG400EWXXL
Skye Monitor Cover for AOC E2070swhn 19.5 Inch Full HD Monitor,349,M.R.P: ₹799₹799,Does not exist,Does not exist,None,Screen Size 19.5 Inches,Brand Skye,Refresh Rate 144 Hz,Generic Name Monitor cover,None
New Origami Kickstand for Duex Series Portable Laptop Monitor,"6,966","M.R.P: ₹9,966₹9,966",2.8 out of 5 stars,42,None,Screen Size 13.3 Inches,Brand Duex,Refresh Rate 60 Hz,Generic Name monitor,Item model number 103-1002P01
"Dell U2722D 27 Inch (68.58cm) QHD 2560 x 1440 at 60 Hz, IPS Panel, Anti-Glare, 3H Hard Coating, Brightness 350 cd/m² | HDMI, 3X Display Port, 2X USB-C (3.2 Gen2), 3X USB (3.2 Gen2)","34,500","M.R.P: ₹49,999₹49,999",4.3 out of 5 stars,145,None,None,None,None,Generic Name Monitor,Item model number U2722D
"Dell 27"" (68.58 cm) QHD Monitor 2560 x 1440 at 60 Hz|Built-in Devices: IR Camera, USB 3.2 Gen 1/USB-C Hub(90w) & Dual 5w Speaker |IPS Panel|Brightness: 350 cd/m²|C2722DE-Black","50,999","M.R.P: ₹75,999₹75,999",4.1 out of 5 stars,35,Display Resolution Maximum 2560 x 1440,Screen Size 27 Inches,Brand Dell,Refresh Rate 60 Hz,"Generic Name 27"" QHD Video Conferencing Monitor",Item model number DELL-C2722DE
"Desview R6 Camera Field Monitor,5.5 Inch 2800Nits Ultra High Brightness Touch Screen 1920X1080 Ips With Hdr 3D Lut Waveform Vectorscope Peaking Focus 4K Hdmi 8V Dc Input Output For Dslr Camera,Black","34,208","M.R.P: ₹46,208₹46,208",4.1 out of 5 stars,57,None,Screen Size 5.5,Brand Desview,Refresh Rate 60 Hz,Generic Name monitor,Item model number R6
"Portable Monitotr - 15.6 Inch FHD HDR IPS Portable Display with Type-C HDMI Port for Laptop PC Mac Surface PS4 PS5 Xbox, with Cover","27,472","M.R.P: ₹34,472₹34,472",4.8 out of 5 stars,"1,062",None,Screen Size 15.6 Inches,Brand cocopar,Refresh Rate 60 Hz,Generic Name monitor,Item model number Y156FH7XD
"ViewSonic VA2256-MHD_H2 Dual Pack Head-Only 1080p IPS Monitors with Ultra-Thin Bezels, HDMI, DisplayPort and VGA for Home and Office,Black",Does not exist,Does not exist,4.4 out of 5 stars,82,Display Resolution Maximum 1920 x 1080,Screen Size 22 Inches,Brand ViewSonic,Refresh Rate 75,Generic Name Monitor,Item model number VA2256-MHD_H2
Travel Monitor – Upgraded 15.6 Inch 1080P FHD HDR IPS Ultra Slim USB-C Portable Display with Kickstand Dual Type-C Mini HDMI Dual Speakers for Laptop PC Mac Surface PS4,"57,221","M.R.P: ₹1,02,998₹1,02,998",4.8 out of 5 stars,768,None,Screen Size 15.6 Inches,Brand cocopar,Refresh Rate 60 Hz,None,Item model number Y156FH7R
"LILLIPUT 17.3"" Q17 FHD PRO SDI Filmmaking Monitor 3D Lut HDR Waveform/Vector/Histogram/4 Bar Display/Audio Vector/Level Meter with Gold Mount and 19"" Rack Mount Ears by VIVITEQ","1,63,990",Does not exist,Does not exist,Does not exist,Display Resolution Maximum 2160x1080,Screen Size 17.3 Inches,Brand LILLIPUT,Refresh Rate 60,Generic Name MONITOR,Item model number Q17
HI Tech Computers Gc8851173 2018-19 22 Inch ?inch Hp Full Hd Monitor (Black),"28,999","M.R.P: ₹30,949₹30,949",Does not exist,Does not exist,None,None,None,None,Generic Name monitor,Item model number 2019
"Portable Monitor - KYY 15.6Inch 1080P FHD IPS Computer Display USB-C HDMI Gaming Monitor, 85% NTSC, w/Dual Speakers, Advanced Smart Cover & Screen Protector, Second Screen for Laptop PC PS4 Xbox Phone","20,303","M.R.P: ₹28,171₹28,171",4.5 out of 5 stars,"6,498",None,Screen Size 15.6 Inches,Brand KYY,Refresh Rate 60 Hz,Generic Name monitor,Item model number K3
"Portable Monitor -Duex Pro Upgraded 2.0 with Kickstand Combo, 12.5 Inch Full HD IPS Screen for laptops, USB C/Type -A Lightweight Dual Laptop Monitor, Brightness Adjustable Anti Glare Portable Screen","43,992","M.R.P: ₹58,992₹58,992",4.1 out of 5 stars,292,None,Screen Size 12.5 Inches,Brand Duex,Refresh Rate 60 Hz,Generic Name monitor,None
"Dell-S2522HG (62.23 cm) FHD Gaming Monitor 1920 x 1080 at 240Hz, IPS Panel,Built-in Devices USB 3.2 Gen 1 hub, Brightness 400 cd/m², 99% sRGB, 16.7M Colors, Comfortview Technology, 3 Year Warranty","27,799","M.R.P: ₹32,104₹32,104",4.5 out of 5 stars,691,Display Resolution Maximum 1920 X 1080 (FHD) Pixels,Screen Size 24.5 Inches,Brand Dell,Refresh Rate 240,"Generic Name DELL 25"" MONITOR",Item model number S2522HG
"BenQ ZOWIE XL2411K 24""(61cm)Premium Esports Grade TN Panel Monitor with Height Adjustment-Full HD,144Hz, 1ms,320nits,DyAc,Black eQualizer,Color Vibrance,XL Setting to Share,HDMI,DP,Matte Finish(Gray)","19,299","M.R.P: ₹32,000₹32,000",4.5 out of 5 stars,"3,025",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 24 Inches,Brand BenQ,Refresh Rate 144 Hz,Generic Name Monitor,Item model number XL2411K
"Desview -R5-5.5Inch-Filed-Monitor Touchscreen Video On-Camera Dslr Monitor 1920X1080 Ips Real-Time Camera Charging With 3D Lut, Waveform, Full Hd 4K Hdmi, Grey","27,758","M.R.P: ₹34,758₹34,758",4.0 out of 5 stars,66,None,None,None,None,None,None
"Lenovo ThinkVision P32u-10 32"" (81.28cms) 4K UHD IPS (3840x2160) Pixels 300 nits Monitor with 2mm Side Bezel, Color Gamut-100% sRGB, 60Hz Refresh Rate, Height/Tilt Adjustable Stand, (61C1RAR2WW) Black","59,990","M.R.P: ₹1,10,000₹1,10,000",3.0 out of 5 stars,1,Display Resolution Maximum 3840 x 2160 (4K UHD),Screen Size 32 Inches,Brand Lenovo,Refresh Rate 60,Generic Name Monitor,Item model number 61C1RAR2WW
"(Refurbished) ViewSonic Vp2785-4K Colorpro Professional LCD Monitor 27 Inch (68.58 Cm), 3840 X 2160 Pixels 10-Bit IPS, 1.07 Billion Colors, 350 Nits, Hdr10, Pip, 2 X 2.0 Hdmi, USB 3.1 (Type C), Mini Dp, Black","48,238",Does not exist,5.0 out of 5 stars,2,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand ViewSonic,Refresh Rate 60 Hz,Generic Name monitor,Item model number VP2785-4K-cr
"ASUS VT229H 21.5 inch Monitor 1080P IPS 10-Point Touch Eye Care with HDMI VGA, Black","44,623","M.R.P: ₹59,623₹59,623",4.5 out of 5 stars,794,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 21.5 Inches,Brand ASUS,Refresh Rate 60 Hz,Generic Name Monitors,Item model number VT229H
"4.3inch HDMI LCD (B), IPS Screen HDMI Interface 4.3 inch 800x480 Capacitive Touch Screen Supports Multi Mini-PC Systems Raspberry Pi BB Black Banana Pi Raspbian Ubuntu Windows 10 8 7 @XYGStudy","17,248","M.R.P: ₹24,639₹24,639",4.0 out of 5 stars,5,None,Screen Size 4.3 Inches,Brand Raspberry Pi,Refresh Rate 60 Hz,None,Item model number XYG-4.3inch HDMI LCD (B)
"Viewsonic VG2455-2K 23.8"" WLED LCD Monitor - 16:9 - 5 ms GTG (OD) - 2560 x 1440 - 16.7 Million Colors - 250 Nit - WQHD - Speakers - HDMI - DisplayPort - USB - 58.50 W - EPEAT, cTUVus Warning: Canc","55,134","M.R.P: ₹99,261₹99,261",4.4 out of 5 stars,212,None,Screen Size 24 Inches,Brand ViewSonic,Refresh Rate 60 Hz,None,Item model number VG2455-2K
"(Refurbished) AOC 23.8-inch LED Monitor with Display Port, HDMI Port, Ultra Slim - 24V2Q (Black)","8,392","New Price: ₹10,490₹10,490",Does not exist,Does not exist,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 23.8 Centimetres,Brand AOC,Refresh Rate 60 Hz,Generic Name monitor,Item model number 24V2Q-cr
"(Refurbished) ViewSonic VG2755 27 Inch IPS FHD 1080p Monitor, Height Adjustable, Built-in Speaker 2Wx2, USB Type C, HDMI, DisplayPort, USB Type B, VGA, 2 Years Extended Warranty Upon Registration","15,639","New Price: ₹28,890₹28,890",4.3 out of 5 stars,2,Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 27 Inches,Brand ViewSonic,Refresh Rate 60 Hz,Generic Name monitor,Item model number VG2755
(Refurbished) Dell UP3216Q UltraSharp Widescreen Monitor,"28,990","M.R.P.: ₹48,000₹48,000",1.0 out of 5 stars,1,None,Screen Size 31.5 Inches,Brand Dell,Refresh Rate 60 Hz,Generic Name monitor,Item model number 210-AGUO-cr
"ViewSonic Home and Office Monitor VA2210-MH 54.61 cm (22"") SuperClear IPS Panel, Dual Speakers, Narrow Bezel, HDMI & VGA","11,892","M.R.P: ₹17,500₹17,500",4.4 out of 5 stars,13,Display Resolution Maximum 1920 x 1080,Screen Size 22 Inches,Brand ViewSonic,Refresh Rate 60 Hz,Generic Name Monitor,Item model number VA2210-MH
LILLIPUT BM150-12G 12G-SDI 4K Monitor 38402160 15.6” IPS Broadcast Director Monitor for Camera,"1,61,990",Does not exist,Does not exist,Does not exist,Display Resolution Maximum 3410X2160,Screen Size 15.6 Inches,Brand LILLIPUT,Refresh Rate 60,Generic Name MONITOR,Item model number BM150-12G
AOC Monitor 18.5 inch HD LED Backlit LCD e970Swnl Monitor,"8,990","M.R.P: ₹14,999₹14,999",5.0 out of 5 stars,1,None,Screen Size 18.5 Inches,Brand AOC Monitor,Refresh Rate 60 Hz,Generic Name monitor,Item model number E970SWNL
"BenQ GW2490 23.8” 1080p FHD IPS Monitor, 100Hz,99%sRGB,Eye-careU,Dual HDMI,Display Port,Bezel-less,Eyesafe,VESA MediaSync, Brightness Intelligence,Low Blue Light+, Speakers,VESA Wall mountable(Black)","8,698","M.R.P: ₹13,990₹13,990",4.4 out of 5 stars,"21,285",Display Resolution Maximum 1920 x 1080 Pixels,Screen Size 23.8 Inches,Brand BenQ,Refresh Rate 100 Hz,Generic Name Monitor,Item model number GW2490
"Philips 271V8/94 27""(68.58 cm) 1920 x 1080 Pixels IPS Panel Smart Image LCD Monitor with LED Backlight, VGA & HDMI Connectivity, FHD, 4ms Response time, 75Hz Refresh Rate, Flicker Free, Black","9,600","M.R.P: ₹22,990₹22,990",4.3 out of 5 stars,691,Display Resolution Maximum 1920 x 1080 (Full HD),Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 75,Generic Name Monitor,Item model number 271V8/94
"Philips 276E8VJSB 27""(68.5cm) 3840 x 2160 Pixels 4K UHD IPS LED Computer Monitor, 1 Billion+ Colors, Ultra Narrow Borders, Low Blue, Multi-View, (Black, Gunmetal, 276E8VJSB/94)","21,000","M.R.P: ₹53,990₹53,990",4.1 out of 5 stars,76,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 27 Inches,Brand Philips Monitors,Refresh Rate 60 Hz,Generic Name Monitor,Item model number 276E8VJSB/94
"16"""" USB C IPS Monitor","20,743","M.R.P: ₹32,029₹32,029",4.2 out of 5 stars,"1,202",Display Resolution Maximum 1920x1080,Screen Size 15.6 Inches,Brand AOC,Refresh Rate 60 Hz,Generic Name monitor,Item model number I1601FWUX
"16"""" LED LCD Monitor","18,439","M.R.P: ₹24,887₹24,887",4.2 out of 5 stars,"1,130",Display Resolution Maximum 1920x1080,Screen Size 15.6 Inches,Brand AOC,Refresh Rate 60 Hz,Generic Name monitor,Item model number I1659FWUX
Eyoyo 12 Inch HDMI Monitor with BNC VGA AV HDMI Input 800x600 Portable 4:3 TFT LCD Mini HD Color Video Screen with Bulit-in Speaker,"21,830",Does not exist,4.4 out of 5 stars,96,None,Screen Size 12 Inches,Brand Eyoyo,Refresh Rate 60 Hz,Generic Name monitor,Item model number EM12A
"LILLIPUT BM280-4KS 28"" Broadcast Director Monitor | Carry-on/Desktop 4K Broadcast Director Monitor with HDR, 3D-LUT, Color Space & Peaking Functions with V Mount Plate | Black",Does not exist,Does not exist,4.7 out of 5 stars,11,Display Resolution Maximum 3840 x 2160 Pixels,Screen Size 71.12 Inches,Brand LILLIPUT,Refresh Rate 240,Generic Name Monitor,Item model number BM280-4K
AOC G2460VQ6 24-inch LED Backlit Gaming Computer Monitor (Black),"22,990",Does not exist,1.0 out of 5 stars,1,Display Resolution Maximum 1920x1080,Screen Size 24 Inches,Brand AOC,Refresh Rate 60 Hz,Generic Name monitor,Item model number G2460VQ6
"AOC G2260VWQ6 Gaming 21.5'' LCD Monitor, Black","15,990",Does not exist,4.5 out of 5 stars,"1,305",Display Resolution Maximum 1920x1080,Screen Size 21.5 Inches,Brand AOC,Refresh Rate 60 Hz,Generic Name monitor,Item model number G2260VWQ6
"Ubervia® Monitor, with Pen 3.5inch Touch Monitor for Raspberry Pi 3B+","2,714","M.R.P: ₹5,399₹5,399",Does not exist,Does not exist,None,None,Brand Ubervia,Refresh Rate 240 Hz,None,Item model number UBVAE24-C7CQC77F
"Muskan Enterprises -ME Portable Monitor Built-in Speaker, 13.3'' FHD 1080P USB C HDMI Gaming Monitor, Ultra-Slim IPS Display External Monitor for Laptop PC PS4(Transl)'$","32,311.","M.R.P: ₹64,622.80₹64,622.80",Does not exist,Does not exist,None,Screen Size 13.3 Inches,Brand Muskan Enterprises -ME,Refresh Rate 60 Hz,None,Item model number CH2-9BDBKFP6Muskan Enterprises -ME
"EXCLUZO Computer Display, Dual Speaker IPS Portable Monitor 100-240V HDR Technology 1920x1080 Resolution 15.6 Inch for PC (EU Plug)","29,224","M.R.P: ₹58,448₹58,448",Does not exist,Does not exist,None,None,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CH2BY39GGQM
"EXCLUZO USB Portable Monitor, High Resolution 13.3in 15.6in High Definition Picture 1920x1080 Portable Laptop Monitor for Computer for PC for Phone(15.6-inch Display)","69,982","M.R.P: ₹1,39,964₹1,39,964",Does not exist,Does not exist,None,None,Brand EXCLUZO,Refresh Rate 60 Hz,None,Item model number CH29X1Y2X4P
"EXCLUZO 13in Portable Monitor, 1440x900 IPS LCD Gaming Monitor, PC 16:9 Display with Mini HDMI, PD USB Port, 3.5mm Port, Type C for Laptops Phones Game Devices","21,281","M.R.P: ₹42,562₹42,562",Does not exist,Does not exist,None,Screen Size 13 Inches,Brand EXCLUZO,Refresh Rate 60 Hz,Generic Name monitor,Item model number CH9Z2CNNTDEXCLUZO
